0,5258867807	-5,889689478
0,3456824075	7,565276408
0,6637867377	9,650099108
0,7119187738	-1,390240569
0,5319285102	2,45813216
0,586220561	6,696165602
0,5785463573	2,530700474
0,9612079654	0,4045680517
0,1696364826	-5,518987765
0,3575091886	6,144301299
0,6872697273	0,4947093638
0,6842179402	14,3403684
0,6783230968	6,776245507
0,6848625768	-2,166953767
0,3601636519	-1,387455743
0,3795934087	-0,8620214098
0,5167957589	9,81524654
0,3114700419	9,199913755
0,2899191694	-2,342469799
0,4486943503	11,49306585
0,5344338388	7,246931272
0,5558973087	4,12738659
0,1704888274	9,088409579
0,07477875732	-2,24400022
0,430653767	16,92429106
0,7242802393	0,9284447559
0,6307592539	6,587578696
0,3979207521	9,371627206
0,3491065638	8,885877381
0,5839551974	9,92052927
0,8969043519	9,52397468
0,6237560338	17,26943259
0,1218967253	8,868645233
0,1445281633	-6,182053069
0,7792749499	5,319898464
0,02152966517	13,98146663
0,5043073976	11,05457812
0,1378927983	-6,099728529
0,3580003847	7,592646063
0,9905536929	7,383565774
0,7219616548	7,66073938
0,1404652885	10,67307906
0,1760493111	6,114682993
0,5040652438	4,604832576
0,7900450781	3,670885877
0,2389112046	10,52739272
0,8393154585	7,090200099
0,2756081565	-0,1690251045
0,3581601998	17,47648702
0,5048984605	5,725507481
0,670365824	12,98122455
0,9354447105	2,439053475
0,2845789308	8,44598603
0,3149171516	7,893400395
0,4658084301	-0,8669175054
0,353135692	14,14431638
0,7501036286	0,4733520948
0,7279653605	3,083719747
0,4668073352	-1,253153193
0,9973112345	9,614238993
0,484443895	10,37046243
0,7169082113	4,388391392
0,3680924483	-3,674488859
0,8847863782	9,310536783
0,5969604493	8,562570289
0,03857436958	-5,97383848
0,5628829933	10,58097721
0,2385590356	9,156842537
0,5788234849	5,922096056
0,9231629084	3,80794163
0,849462405	5,930554516
0,4478606426	9,997892262
0,2750777667	-6,266802159
0,5652905475	5,891604564
0,5097141525	6,134512293
0,3033119411	3,715492805
0,01280227521	-2,281930786
0,6070175764	8,777926394
0,01074716312	9,330328869
0,7663703741	-3,702808163
0,6154975823	2,775624952
0,4174483975	0,5706470268
0,5778105914	15,70463945
0,7246370766	-1,884500609
0,7340289824	5,584214178
0,9940104805	-0,3738211189
0,5400176322	6,310476707
0,283225385	16,16866612
0,7808995291	1,502232374
0,7372730632	4,852257493
0,6599683448	6,085260371
0,1472745835	9,058437638
0,7673214692	4,263979007
0,1841753297	9,079895883
0,624182155	9,95408058
0,5618265198	14,03587201
0,5115009388	8,812826427
0,02379102614	-2,870733631
0,4933204194	3,013184509
0,09266447117	3,533221661
